TreeDepth,PID,Process,Value,Privilege,Attributes,Description
0,1332,dllhost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,1332,dllhost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,1332,dllhost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,1332,dllhost.exe,33,SeIncreaseWorkingSetPrivilege,Default,Allocate more memory for user applications
0,1332,dllhost.exe,34,SeTimeZonePrivilege,Default,Adjust the time zone of the computer's internal clock
0,1332,dllhost.exe,35,SeCreateSymbolicLinkPrivilege,Default,Required to create a symbolic link
0,1332,dllhost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,1268,msdtc.exe,2,SeCreateTokenPrivilege,,Create a token object
0,1268,msdtc.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,1268,msdtc.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,1268,msdtc.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,1268,msdtc.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,1268,msdtc.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,1268,msdtc.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,1268,msdtc.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,1268,msdtc.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,1268,msdtc.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,1268,msdtc.exe,12,SeSystemtimePrivilege,,Change the system time
0,1268,msdtc.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,1268,msdtc.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,1268,msdtc.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,1268,msdtc.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,1268,msdtc.exe,17,SeBackupPrivilege,,Backup files and directories
0,1268,msdtc.exe,18,SeRestorePrivilege,,Restore files and directories
0,1268,msdtc.exe,19,SeShutdownPrivilege,,Shut down the system
0,1268,msdtc.exe,20,SeDebugPrivilege,,Debug programs
0,1268,msdtc.exe,21,SeAuditPrivilege,,Generate security audits
0,1268,msdtc.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,1268,msdtc.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,1268,msdtc.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,1268,msdtc.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,1268,msdtc.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,1268,msdtc.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,1268,msdtc.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,1268,msdtc.exe,29,SeImpersonatePrivilege,Default,Impersonate a client after authentication
0,1268,msdtc.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,1268,msdtc.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,1268,msdtc.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,1268,msdtc.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,1268,msdtc.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,1268,msdtc.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,1268,msdtc.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,2128,SearchIndexer.,2,SeCreateTokenPrivilege,,Create a token object
0,2128,SearchIndexer.,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,2128,SearchIndexer.,4,SeLockMemoryPrivilege,Default,Lock pages in memory
0,2128,SearchIndexer.,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,2128,SearchIndexer.,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,2128,SearchIndexer.,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,2128,SearchIndexer.,8,SeSecurityPrivilege,,Manage auditing and security log
0,2128,SearchIndexer.,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,2128,SearchIndexer.,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,2128,SearchIndexer.,11,SeSystemProfilePrivilege,Default,Profile system performance
0,2128,SearchIndexer.,12,SeSystemtimePrivilege,,Change the system time
0,2128,SearchIndexer.,13,SeProfileSingleProcessPrivilege,Default,Profile a single process
0,2128,SearchIndexer.,14,SeIncreaseBasePriorityPrivilege,Default,Increase scheduling priority
0,2128,SearchIndexer.,15,SeCreatePagefilePrivilege,Default,Create a pagefile
0,2128,SearchIndexer.,16,SeCreatePermanentPrivilege,Default,Create permanent shared objects
0,2128,SearchIndexer.,17,SeBackupPrivilege,,Backup files and directories
0,2128,SearchIndexer.,18,SeRestorePrivilege,,Restore files and directories
0,2128,SearchIndexer.,19,SeShutdownPrivilege,,Shut down the system
0,2128,SearchIndexer.,20,SeDebugPrivilege,Default,Debug programs
0,2128,SearchIndexer.,21,SeAuditPrivilege,Default,Generate security audits
0,2128,SearchIndexer.,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,2128,SearchIndexer.,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,2128,SearchIndexer.,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,2128,SearchIndexer.,25,SeUndockPrivilege,,Remove computer from docking station
0,2128,SearchIndexer.,26,SeSyncAgentPrivilege,,Synch directory service data
0,2128,SearchIndexer.,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,2128,SearchIndexer.,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,2128,SearchIndexer.,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,2128,SearchIndexer.,30,SeCreateGlobalPrivilege,Default,Create global objects
0,2128,SearchIndexer.,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,2128,SearchIndexer.,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,2128,SearchIndexer.,33,SeIncreaseWorkingSetPrivilege,Default,Allocate more memory for user applications
0,2128,SearchIndexer.,34,SeTimeZonePrivilege,Default,Adjust the time zone of the computer's internal clock
0,2128,SearchIndexer.,35,SeCreateSymbolicLinkPrivilege,Default,Required to create a symbolic link
0,2128,SearchIndexer.,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,2316,wmpnetwk.exe,2,SeCreateTokenPrivilege,,Create a token object
0,2316,wmpnetwk.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,2316,wmpnetwk.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,2316,wmpnetwk.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,2316,wmpnetwk.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,2316,wmpnetwk.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,2316,wmpnetwk.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,2316,wmpnetwk.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,2316,wmpnetwk.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,2316,wmpnetwk.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,2316,wmpnetwk.exe,12,SeSystemtimePrivilege,,Change the system time
0,2316,wmpnetwk.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,2316,wmpnetwk.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,2316,wmpnetwk.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,2316,wmpnetwk.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,2316,wmpnetwk.exe,17,SeBackupPrivilege,,Backup files and directories
0,2316,wmpnetwk.exe,18,SeRestorePrivilege,,Restore files and directories
0,2316,wmpnetwk.exe,19,SeShutdownPrivilege,,Shut down the system
0,2316,wmpnetwk.exe,20,SeDebugPrivilege,,Debug programs
0,2316,wmpnetwk.exe,21,SeAuditPrivilege,,Generate security audits
0,2316,wmpnetwk.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,2316,wmpnetwk.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,2316,wmpnetwk.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,2316,wmpnetwk.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,2316,wmpnetwk.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,2316,wmpnetwk.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,2316,wmpnetwk.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,2316,wmpnetwk.exe,29,SeImpersonatePrivilege,Default,Impersonate a client after authentication
0,2316,wmpnetwk.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,2316,wmpnetwk.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,2316,wmpnetwk.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,2316,wmpnetwk.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,2316,wmpnetwk.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,2316,wmpnetwk.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,2316,wmpnetwk.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,2408,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,2408,svchost.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,2408,svchost.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,2408,svchost.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,2408,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,2408,svchost.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,2408,svchost.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,2408,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,2408,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,2408,svchost.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,2408,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,2408,svchost.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,2408,svchost.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,2408,svchost.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,2408,svchost.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,2408,svchost.exe,17,SeBackupPrivilege,,Backup files and directories
0,2408,svchost.exe,18,SeRestorePrivilege,,Restore files and directories
0,2408,svchost.exe,19,SeShutdownPrivilege,,Shut down the system
0,2408,svchost.exe,20,SeDebugPrivilege,,Debug programs
0,2408,svchost.exe,21,SeAuditPrivilege,Present,Generate security audits
0,2408,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,2408,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,2408,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,2408,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,2408,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,2408,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,2408,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,2408,svchost.exe,29,SeImpersonatePrivilege,Default,Impersonate a client after authentication
0,2408,svchost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,2408,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,2408,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,2408,svchost.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,2408,svchost.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,2408,svchost.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,2408,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3448,sppsvc.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3448,sppsvc.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,3448,sppsvc.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,3448,sppsvc.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,3448,sppsvc.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3448,sppsvc.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,3448,sppsvc.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,3448,sppsvc.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,3448,sppsvc.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,3448,sppsvc.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,3448,sppsvc.exe,12,SeSystemtimePrivilege,,Change the system time
0,3448,sppsvc.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,3448,sppsvc.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,3448,sppsvc.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,3448,sppsvc.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,3448,sppsvc.exe,17,SeBackupPrivilege,,Backup files and directories
0,3448,sppsvc.exe,18,SeRestorePrivilege,,Restore files and directories
0,3448,sppsvc.exe,19,SeShutdownPrivilege,,Shut down the system
0,3448,sppsvc.exe,20,SeDebugPrivilege,,Debug programs
0,3448,sppsvc.exe,21,SeAuditPrivilege,Present,Generate security audits
0,3448,sppsvc.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,3448,sppsvc.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3448,sppsvc.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3448,sppsvc.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,3448,sppsvc.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3448,sppsvc.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3448,sppsvc.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,3448,sppsvc.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3448,sppsvc.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,3448,sppsvc.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3448,sppsvc.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3448,sppsvc.exe,33,SeIncreaseWorkingSetPrivilege,,Allocate more memory for user applications
0,3448,sppsvc.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,3448,sppsvc.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,3448,sppsvc.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3484,svchost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3484,svchost.exe,3,SeAssignPrimaryTokenPrivilege,"Present,Enabled",Replace a process-level token
0,3484,svchost.exe,4,SeLockMemoryPrivilege,Default,Lock pages in memory
0,3484,svchost.exe,5,SeIncreaseQuotaPrivilege,"Present,Enabled",Increase quotas
0,3484,svchost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3484,svchost.exe,7,SeTcbPrivilege,Default,Act as part of the operating system
0,3484,svchost.exe,8,SeSecurityPrivilege,"Present,Enabled",Manage auditing and security log
0,3484,svchost.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,3484,svchost.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,3484,svchost.exe,11,SeSystemProfilePrivilege,Default,Profile system performance
0,3484,svchost.exe,12,SeSystemtimePrivilege,,Change the system time
0,3484,svchost.exe,13,SeProfileSingleProcessPrivilege,Default,Profile a single process
0,3484,svchost.exe,14,SeIncreaseBasePriorityPrivilege,Default,Increase scheduling priority
0,3484,svchost.exe,15,SeCreatePagefilePrivilege,Default,Create a pagefile
0,3484,svchost.exe,16,SeCreatePermanentPrivilege,Default,Create permanent shared objects
0,3484,svchost.exe,17,SeBackupPrivilege,"Present,Enabled",Backup files and directories
0,3484,svchost.exe,18,SeRestorePrivilege,"Present,Enabled",Restore files and directories
0,3484,svchost.exe,19,SeShutdownPrivilege,"Present,Enabled",Shut down the system
0,3484,svchost.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,3484,svchost.exe,21,SeAuditPrivilege,Default,Generate security audits
0,3484,svchost.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,3484,svchost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3484,svchost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3484,svchost.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,3484,svchost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3484,svchost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3484,svchost.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,3484,svchost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3484,svchost.exe,30,SeCreateGlobalPrivilege,Default,Create global objects
0,3484,svchost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3484,svchost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3484,svchost.exe,33,SeIncreaseWorkingSetPrivilege,Default,Allocate more memory for user applications
0,3484,svchost.exe,34,SeTimeZonePrivilege,Default,Adjust the time zone of the computer's internal clock
0,3484,svchost.exe,35,SeCreateSymbolicLinkPrivilege,Default,Required to create a symbolic link
0,3484,svchost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,2956,notepad.exe,2,SeCreateTokenPrivilege,,Create a token object
0,2956,notepad.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,2956,notepad.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,2956,notepad.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,2956,notepad.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,2956,notepad.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,2956,notepad.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,2956,notepad.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,2956,notepad.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,2956,notepad.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,2956,notepad.exe,12,SeSystemtimePrivilege,,Change the system time
0,2956,notepad.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,2956,notepad.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,2956,notepad.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,2956,notepad.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,2956,notepad.exe,17,SeBackupPrivilege,,Backup files and directories
0,2956,notepad.exe,18,SeRestorePrivilege,,Restore files and directories
0,2956,notepad.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,2956,notepad.exe,20,SeDebugPrivilege,,Debug programs
0,2956,notepad.exe,21,SeAuditPrivilege,,Generate security audits
0,2956,notepad.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,2956,notepad.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,2956,notepad.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,2956,notepad.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,2956,notepad.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,2956,notepad.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,2956,notepad.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,2956,notepad.exe,29,SeImpersonatePrivilege,,Impersonate a client after authentication
0,2956,notepad.exe,30,SeCreateGlobalPrivilege,,Create global objects
0,2956,notepad.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,2956,notepad.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,2956,notepad.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,2956,notepad.exe,34,SeTimeZonePrivilege,Present,Adjust the time zone of the computer's internal clock
0,2956,notepad.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,2956,notepad.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3164,audiodg.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3164,audiodg.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,3164,audiodg.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,3164,audiodg.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,3164,audiodg.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3164,audiodg.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,3164,audiodg.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,3164,audiodg.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,3164,audiodg.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,3164,audiodg.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,3164,audiodg.exe,12,SeSystemtimePrivilege,,Change the system time
0,3164,audiodg.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,3164,audiodg.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,3164,audiodg.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,3164,audiodg.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,3164,audiodg.exe,17,SeBackupPrivilege,,Backup files and directories
0,3164,audiodg.exe,18,SeRestorePrivilege,,Restore files and directories
0,3164,audiodg.exe,19,SeShutdownPrivilege,,Shut down the system
0,3164,audiodg.exe,20,SeDebugPrivilege,,Debug programs
0,3164,audiodg.exe,21,SeAuditPrivilege,,Generate security audits
0,3164,audiodg.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,3164,audiodg.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3164,audiodg.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3164,audiodg.exe,25,SeUndockPrivilege,,Remove computer from docking station
0,3164,audiodg.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3164,audiodg.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3164,audiodg.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,3164,audiodg.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3164,audiodg.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,3164,audiodg.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3164,audiodg.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3164,audiodg.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,3164,audiodg.exe,34,SeTimeZonePrivilege,,Adjust the time zone of the computer's internal clock
0,3164,audiodg.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,3164,audiodg.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,2300,WmiPrvSE.exe,2,SeCreateTokenPrivilege,,Create a token object
0,2300,WmiPrvSE.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,2300,WmiPrvSE.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,2300,WmiPrvSE.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,2300,WmiPrvSE.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,2300,WmiPrvSE.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,2300,WmiPrvSE.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,2300,WmiPrvSE.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,2300,WmiPrvSE.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,2300,WmiPrvSE.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,2300,WmiPrvSE.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,2300,WmiPrvSE.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,2300,WmiPrvSE.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,2300,WmiPrvSE.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,2300,WmiPrvSE.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,2300,WmiPrvSE.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,2300,WmiPrvSE.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,2300,WmiPrvSE.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,2300,WmiPrvSE.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,2300,WmiPrvSE.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,2300,WmiPrvSE.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,2300,WmiPrvSE.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,2300,WmiPrvSE.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,2300,WmiPrvSE.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,2300,WmiPrvSE.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,2300,WmiPrvSE.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,2300,WmiPrvSE.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,2300,WmiPrvSE.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,2300,WmiPrvSE.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,2300,WmiPrvSE.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,2300,WmiPrvSE.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,2300,WmiPrvSE.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,2300,WmiPrvSE.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,2300,WmiPrvSE.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,2300,WmiPrvSE.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
